"Internal ID","Vendor","Site Type","Proposed Vendor","Proposed Mimo Config","Site Access Achieved ","ESN Power Resilience Hub","Power Resilience Solution","Unique Coverage","Existing Power Supply Type","EXISTING POWER SUPPLY PHASE","Existing Power Supply Rating","Main Contract","Hyperlink","Design Dependency Type","Overall GA Status","Overall DD Status","Site ID","Supplier instructed","Owner","Revision","DD Rev 1 Forecast","Build Start","Delivery F/C","Next actioner","Status","Comments"
23569,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @2x2; 70\80 @2x2","2/11/2022","Potential Commercial - Check Required","0","0",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-233582 98731 YAXLEY FOOTBALL CLUB","006 Electrical Calculations / Design","Approved","First Check","98731","3/3/2025","Joshua Green","C","25/4/2025","1/1/1900","9/4/2025","David Hegarty","Not Started","03/03/25-JG-Please update electricals as per DD B1"
23033,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","No RES","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-176245 92768 CHIPPING NORTON WATER TOWER","006 Electrical Calculations / Design","Approved","To be instructed","92768","27/2/2025","Joshua Green","A","30/5/2025","1/1/1900","9/4/2025","Sarah  Radwan","Not Started","03.03.25.DH electrical designer instructed 13/02/25-JG-Please complete electrical design for third party radio site"
23494,"KTL UK Internal Design Team","Greenfield","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32",,,,,,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 12149038 98601 ICSS","006 Electrical Calculations / Design","Approved","To be instructed","98601","28/2/2025","Reece V Belkum","A","1/1/1900","1/1/1900","10/4/2025","Leon  Chevallier","Not Started","03.03.25.DH electrical designer instructed 28/2/2025 - RVB - Instructed"
23012,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 19573_0- EUW- Design","006 Electrical Calculations / Design","Approved","Awaiting dependencies","19573_0","13/2/2025","Georgia Georgakaki",,"16/4/2025",,"10/4/2025","Nick Seymour","Not Started","13/2/25 [Sean H] - Electrical Design / Calcs Requested<br />- FEB DD Commit"
23037,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/1/1900","Potential Commercial - Check Required","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-273634 94694 CRANFIELD UNIVERSITY","006 Electrical Calculations / Design","Approved","To be instructed","94694","4/3/2025","Joshua Green","A","8/5/2025","1/1/1900","11/4/2025","David Hegarty","Not Started","04/03/25-JG-Please complete electricals"
22570,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 18568_0- EUW- Design","006 Electrical Calculations / Design","Approved","Awaiting dependencies","18568_0","30/1/2025","Georgia Georgakaki",,"21/5/2025",,"11/4/2025","Nick Seymour","Not Started","30/1/25 [San H] - Electrical Design / Calcs Requested"
11260,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Nokia","18\21 @2x2; 70\80 @2x2","1/1/1900","Potential Commercial - Check Required","0","Unique Coverage",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-178284 94215 BT TOWER MYNNYD PENCARREG","006 Electrical Calculations / Design","Approved","First Check","94215","27/2/2025","Matt Hendrick","B","1/1/2030","1/1/1900","14/4/2025","Nick Seymour","Not Started","03.03.25.DH electrical designer instructed 27/2/2025 - RVB - See DD Rev C1<br />-----------------------<br />11/4/23 NS - Schematics and calcs complete"
11360,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","R-TXSUC","0","Unique Coverage",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-216303 92240 BT CINDERFORD","006 Electrical Calculations / Design","Approved","First Check","92240",,"Reece V Belkum","B","1/1/2030","1/1/1900","14/4/2025","Nick Seymour","Not Started","03.03.25.DH electrical designer instructed 27/2/2025 - RVB -  DD Rev C1 Received<br />------------------------<br />4/9/2023 - RVB - Received<br />4/9/23 NS - Schematics and calcs complete<br /><br />29/6/2023 - RVB - Reforecasted<br />22/6/2023 - RV"
21970,"KTL UK Internal Design Team","Greenfield","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32",,,,,,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 12192426 98623 ICSS","006 Electrical Calculations / Design","Approved","Awaiting dependencies","98623","12/1/2025","Reece V Belkum","A","14/5/2025","1/1/1900","17/4/2025","Sarah  Radwan","Not Started","27/2/2025 - RVB - Draft design & Calcs needed to request concession . Please requested Power res code (Potential commercial check)<br />06/02/25 - SH - Proposed work go over share rule. Emailed RVB<br />12/1/2025 - RVB - Instructed"
18372,"KTL UK Internal Design Team","Greenfield","Ericsson","18\21 @4x4",,,,,,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 11551532 18465 ICSS","006 Electrical Calculations / Design","Approved","Awaiting dependencies","18465","19/12/2024","Martin McWaters","A","18/5/2025","1/1/1900","18/4/2025","Leon  Chevallier","Not Started","12/1/2025 - RVB - Pending electrical survey <br />3.1.25 LC Electrical survey required for design.<br />19/12/2024 - RVB - Unblocked see , electrical install cert in dependency folder <br />10/10/2024 - RVB - 3PH supply , Meter is not in H3G/EE cab a"
19513,"KTL UK Internal Design Team","Greenfield",,,"18/10/2024",,,,,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 10705942 94624 ICSS","006 Electrical Calculations / Design","Approved","Approved","94624","5/12/2024","Reece V Belkum","B","28/6/2024","1/1/1900","22/4/2025","Nick Seymour","Not Started","04/03/2025 - DvB - DD is approved. Where did this request come from ?? FC pushed out<br />28/2/2025 - RVB - Have we had an update from Paul Graham? I wasn’t looped into the request for additional information . Whoever requested the additional info – "
22528,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 5239_1- EUW- Design","006 Electrical Calculations / Design","Issued Pending Approval",,"5239_1","30/1/2025","Georgia Georgakaki",,"21/5/2025",,"5/5/2025","Nick Seymour","Not Started","30/1/25 [Sean H] - Electrical Design Requested"
22644,"KTL UK Internal Design Team","Greenfield","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32",,,,,,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 11733435 91516 ICSS","006 Electrical Calculations / Design","Approved","To be instructed","91516","4/2/2025","Reece V Belkum","A","30/6/2025","1/1/1900","14/5/2025","Sarah  Radwan","Not Started","27/2/2025 - RVB - Please review additional legacy info provided & advise if new MSV or fuse pull required, or if we can proceed <br />13/02/25 - SH - no info on supply, emailed RVB<br />4/2/2025 - RVB - Instructed"
23348,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","0","0","Unique Coverage",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-198645 66536 BT WHINFELL COMMON [THS TO BSN]","006 Electrical Calculations / Design","Approved","First Check","66536","25/2/2025","Reece V Belkum","B","2/1/2045","1/1/1900","15/5/2025","Sarah  Radwan","Not Started","25.02.25.DH.electrical design instructed 25/2/2025 - RVB - See DD A1"
10135,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","M-TXSUC","0","Unique Coverage",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-178448 97425 BT WOOLER","006 Electrical Calculations / Design","Approved","First Check","97425","27/2/2025","Reece V Belkum","B","2/1/2045","1/1/1900","17/7/2025","Nick Seymour","Not Started","03.03.25.DH electrical designer instructed <br />27/2/2025 - RVB - See DD Rev A1<br />-----------------------------<br />5/12/2022 - RVB - Checked<br />1/12/2022 - RVB - Small changes required<br />7/11/2022 - RVB - DB instructed. 3PH 100A REC supply"
10455,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","M-TXS","0","0",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-220028 96407 BT WISBECH","006 Electrical Calculations / Design","Approved","First Check","96407","27/2/2025","Reece V Belkum","B","2/1/2045","1/1/1900","18/7/2025","Leon  Chevallier","Not Started","03.03.25.DH electrical designer instructed <br />27/2/2025 - RVB - See DD Rev A1<br />-----------------------<br />10/1/2023 - RVB - Checked<br />06/01/2022 - DB - RVB - Complete<br />8/12/2022 - RVB - Domnic Instructed"
13145,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","26/7/2024","Potential Commercial - Check Required","C1_DT","0","DNO","Single Phase","63A","Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-266502 58035 STOCKING WOOD","006 Electrical Calculations / Design","Approved","First Check","58035","29/1/2025","Joshua Green","A","11/4/2025","1/1/1900","1/1/2030","Nick Seymour","On Hold Query","19/02/25 NS - Recent survey still does not confirm the supply origin. Is it LL? DNO?<br /><br />28.01.25.DH design will need to be completed from the meter cabinet showing meter and isolator switch as this is site demarcation point. please instruct d"
14189,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/1/1900","Potential Commercial - Check Required","0","0","Landlord Supply","Single Phase","100A","Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-231291 99159 I.I.ONICA AUSTIN HOUSE","006 Electrical Calculations / Design","Approved","First Check","99159","4/12/2024","Reece V Belkum","D","24/4/2025","1/1/1900","1/1/2030","Leon  Chevallier","On Hold Query","7/1/2025 - RVB - Pending Power share concession or tech reduction from design to proceed. Potential commercial = TTSS – Tow To Site Socket . No action for you on this one. Proceed as normal... <br />18.12.24 LC ELECTRICAL REDESIGN  COMPLETE, FLAGGED "
16719,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 18884_0- EUW- Design","006 Electrical Calculations / Design","Approved","Awaiting dependencies","18884_0","6/12/2024","Georgia Georgakaki",,"16/4/2025",,"1/1/2030","Nick Seymour","On Hold Query","06/02/25 NS - On hold with Gary Thomas regarding techs and supply<br /><br />06/12/2024 [Sean H] - Electrical Design / Calcs Required <br />- Electrical Re-Survey Completed 03/12"
18374,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 12539026 52879 ICSS","006 Electrical Calculations / Design","Approved","Awaiting dependencies","52879","28/10/2024","Reece V Belkum","A","2/5/2025","1/1/1900","1/1/2030","Nick Seymour","On Hold Query","20/01/2025 MO - survey booked for 17/03/2025<br />19.02.25 NS - Recent survey is still not capturing the supply origin for EE. Where in from VF supply does the EE supply come from?<br /><br />27/1/2025 - RVB - Resurvey completed , see survey folder """
20157,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 19230_0- EUW- Design","006 Electrical Calculations / Design","Approved",,"19230_0","10/1/2025","Georgia Georgakaki","A","28/11/2025",,"1/1/2030","Nick Seymour","On Hold Query","11.02.25 NS - Cabs not confirmed in DD <br /><br />10/1/25 [Sean H] - Electrical Design / Calcs Tagged for Nick<br /><br />22/11/2024 [Sean H] - Electrical Design / Calcs Requested"
18323,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 14058042 50167 ICSS","006 Electrical Calculations / Design","Approved","Awaiting dependencies","50167","6/12/2024","Reece V Belkum","A","14/4/2025","1/1/1900","1/1/2030","Nick Seymour","On Hold Query","6/3/2025 - RVB - Pending electrical survey client cost approval<br />19.02.25 NS - DNO fuse pull required to confirm fuse size in Lucy Service Head.<br /><br />25.01.25.Reforecast due to work load 6/12/2024 - RVB - Instructed, unblocked <br />07/10/2"
18272,"KTL UK Internal Design Team",,,,,,,,,,,"Freshwave Facilities Limited. : Freshwave Main Contract","Freshwave Facilities Limited. : 27381_0 Skegness","006 Electrical Calculations / Design",,,"27381_0",,"Wayne Braithwaite","A",,,"1/1/2030","Nick Seymour","On Hold Query","16/01/25 NS - DD not ready"
18266,"KTL UK Internal Design Team",,,,,,,,,,,"Freshwave Facilities Limited. : Freshwave Main Contract","Freshwave Facilities Limited. : 27377_0 Cala Gran","006 Electrical Calculations / Design",,,"27377_0",,"Wayne Braithwaite","A",,,"1/1/2030","Nick Seymour","On Hold Query","16/01/25 NS - DD not ready"
22341,"KTL UK Internal Design Team",,,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 124_51","006 Electrical Calculations / Design","Out of Scope","Rejected DAF Issued","124_51",,"Khurram Shahzad",,"7/2/2025",,"1/1/2030","Nick Seymour","On Hold Query","10.02.25 NS - Is this DC only design? Is there a survey to complete the AC design?<br /><br />Re-do the electrical schematic/Calcs to add L14 Techs ( ERS - 4020)."
18264,"KTL UK Internal Design Team",,,,,,,,,,,"Freshwave Facilities Limited. : Freshwave Main Contract","Freshwave Facilities Limited. : 27330_0 Berwick","006 Electrical Calculations / Design",,,"27330_0",,"Wayne Braithwaite","A",,,"1/1/2030","Nick Seymour","On Hold Query","16/01/25 NS - DD not ready"
19436,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 19559_0- EUW- Design","006 Electrical Calculations / Design","Approved","Awaiting dependencies","19559_0","12/1/2025","Georgia Georgakaki",,"16/4/2025",,"1/1/2030","Nick Seymour","Not Started","12/03/25 NC - GA Rev E  Approved on SP.<br />31/01/25 NS - All GAs on Share Point have been rejected. Please confirm the correct GA for electrical design.<br /><br />12/1/25 [Sean H] - Electrical Design / Calculations Requested / Instructed<br />- Ne"
19404,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","17/2/2025","TTS - Whole Site","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-274314 91796 KIDLINGTON FIRE STATION","006 Electrical Calculations / Design","Approved","To be instructed","91796","8/11/2024","Joshua Green","A","18/4/2025","1/1/1900","1/1/2045","Leon  Chevallier","On Hold Query","25.2.25 LC design on hold due to site load exceeding power share rule, confirmation of H3G power calcs required for solution., HG emailed for calcs.<br />03/02/25-JG-please see email from PG saved to power res folder<br />15.11.24 LC emailed PG over "
20042,"KTL UK Internal Design Team","Rooftop","Ericsson","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/11/2024","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-222268 60893 SHERBOURNE HOUSE","006 Electrical Calculations / Design","Approved","Approved","60893","20/11/2024","Reece V Belkum","B","11/1/2024","27/6/2025","1/1/2045","Nick Seymour","On Hold Query","12/02 MO- electrical survey rebooked for 05/03/2025<br />5/12/2024 - RVB - Pending electrical survey<br />05/12/24 NS - On hold until fuse pull has been carried out. Original design was based on confirmation at PSM.<br /><br />20/11/2024 - RVB - As p"
14303,"KTL UK Internal Design Team","Greenfield","Nokia","18\21\26 @4x4; 70\80 @2x2; 3500 @32x32","31/7/2024","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-273901 23165 ROWLIFFE WOOD 207779","006 Electrical Calculations / Design","Approved","On-Hold","23165","18/11/2024","Reece V Belkum","B","1/1/2045","1/1/1900","1/1/2045","Leon  Chevallier","On Hold Query","3/1/25 LC UNKNOWN IF MK5 REPLACES OR IS ADDED TO EXISTING METER CAB. H/S INFO TALKS OF ASBESTOS BUT I CAN SEE NONE PRESENT IN METER CABINET.<br />18/11/2024 - RVB - Looks as though we will need to propose a new Mk5 Link AC cabinet to house the new is"
16865,"KTL UK Internal Design Team","Rooftop","Ericsson","18\21\26 @4x4; 3500 @8x8","9/4/2024","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-231991 21350 PRENTON RESERVOIR 201255","006 Electrical Calculations / Design","Approved","Approved","21350","16/7/2024","Reece V Belkum","B","1/1/2020","1/1/1900","1/1/2045","David Hegarty","On Hold Query","3/3/2025 - RVB - Electrical survey completed, pending design solution due to structural fails<br />2/8/2024 - RVB - Electrical survey WIP<br />18/07/24 LC Multiple earth survey required, design on hold as info on submains is also missing.<br />16/7/2"
11821,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","27/10/2023","R-TXSUC","0","Unique Coverage",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-257254 18183 WHATBOROUGH HILL","006 Electrical Calculations / Design","Approved","To be instructed","18183",,"Reece V Belkum","A","1/12/2025","1/1/1900","1/1/2045","Nick Seymour","On Hold Query","12/7/2023 - RVB - On hold pending new DD"
19691,"KTL UK Internal Design Team","Greenfield","Nokia","80 @2x2","30/1/2023","M-UC","0","Unique Coverage",,,,"Everything Everywhere Limited : EE Airscale Pole swaps- Acq, Design & Build Main Contract","Everything Everywhere Limited : P-255293 73661 OLD MILITARY ROAD","006 Electrical Calculations / Design","Approved","Approved","73661","29/11/2024","Joshua Green","B","28/9/2023","1/1/1900","1/1/2045","Leon  Chevallier","On Hold Query","3/1/25 lc unknown submains distribution equipment, electrical survbey required unless info can be supplied.<br />16/12/24-JG-Please see comments ""RVB - Site is powered by permanent generator""<br />9.12.24 LC ELECTRICAL SURVEY REQUIRED FOR DESIGN."
10255,"KTL UK Internal Design Team","Third Party Radio Site (TPRS)","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","M-UC","0","Unique Coverage",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-178293 94262 BT TRESKINNICK X","006 Electrical Calculations / Design","Amendment","First Check","94262","27/2/2025","Reece V Belkum","B","25/4/2025","1/1/1900","1/1/2045","Leon  Chevallier","On Hold Query","5.3.25 LC electrical survey required for design.<br />03.03.25.DH electrical designer instructed <br />27/2/2025 - RVB - See DD Rev A<br />------------------------------<br />9/12/2022 - RVB - Checked<br />08/12/2022 - DB - RVB - Complete<br /><br />"
18095,"KTL UK Internal Design Team","Rooftop","Ericsson","18\21\26 @4x4; 80 @2x4; 3500 @8x8","1/1/1900","MBNL Solution","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-232810 66668 NORWEB HARTINGTON ROAD","006 Electrical Calculations / Design","Approved","To be instructed","66668","25/9/2024","Reece V Belkum","A","30/5/2025","1/1/1900","1/1/2045","Leon  Chevallier","On Hold Query","25/2/2025 - RVB - Pending electrical survey results/report<br />20.2.25 LC electrical survey required for design<br />3/2/2025 - RVB - As per PG: This looks to be an MBNL Sri site.. Which only covers the TX..Power res soln: MBNL Solution<br />4.11.24"
16525,"KTL UK Internal Design Team","Rooftop","Ericsson","18\21\26 @4x4; 3500 @8x8","1/1/1900","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-175898 90720 Barrie House","006 Electrical Calculations / Design","Approved","Approved","90720","1/7/2024","Reece V Belkum","B","17/4/2023","1/1/1900","1/1/2045","Nick Seymour","On Hold Query","12/02 MO- electrical survey booked for 05/03/2025<br />23/7/2024 - RVB - Pending ACR approval<br />22/07/24 NS - Email Sent<br /><br />11/7/2024 - RVB - Send me an email with justification of why we require an electrical specialist on site for a surv"
22763,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/1/1900","M-UC","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-266442 94772 STH WOODHAM FERRERS FIRE STATION","006 Electrical Calculations / Design","Approved","To be instructed","94772","6/2/2025","Joshua Green","A","18/4/2025","1/1/1900","1/1/2045","Leon  Chevallier","On Hold Query","3.3.25 LC MULTIPLE EARTH SURVEY REQUIRED FOR DESIGN.<br />06/02/25-JG-Please complete electrical design"
23360,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 70\80 @2x2; 3500 @32x32","1/1/1900","Potential Commercial - Check Required","0","0",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-271935 97172 N.WALES THEATRE LLANDUDNO","006 Electrical Calculations / Design","Approved","To be instructed","97172","25/2/2025","Joshua Green","A","4/4/2025","1/1/1900","1/1/2045","Leon  Chevallier","On Hold Query","3.2.25 LC DESIGN DRAFTED BUT ON HOLD UNTIL MULTIPLE EARTH SURVEY IS COMPLETED. CONFIRMATION ALSO REQUIRED ON PSU SOLUTION FOR CABIN<br />25.02.25.DH.electrical design instructed 25/02/25-JG-Please complete electricals"
23140,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 13273226 79203 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","79203","18/2/2025","Raashid Patel","A","1/1/2040",,"1/1/2045","Leon  Chevallier","On Hold Query","3.3.25 LC MULTIPLE EARTH SURVEY REQUIRED FOR DESIGN.<br />18/02/25 - RP - Elec calcs to be progressed using the GA redlines and inflight. Asked if calcs can proceed with GAs and confirmed yes, and if any changes needed, will be re-run. There is a inf"
23161,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 20215823 89056 B4 DESIGN","006 Electrical Calculations / Design","Approved","To be instructed","89056","18/2/2025","Raashid Patel","A","1/1/2040",,"1/1/2045","Leon  Chevallier","On Hold Query","11/3/25 LC information is missing from GA on radios and no information on origin or submains, design on hold<br />18/02/25 - RP - Elec calcs to proceed with GA redlines. All info saved within SP. Please contact myself or Ben W if any issues with elec"
22110,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32","1/1/1900","0","0","0","DNO","Single Phase","100A","Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-173373 22231 HAMPSHIRE HOUSE 203898","006 Electrical Calculations / Design","Approved","To be instructed","22231","15/1/2025","Joshua Green","B","25/5/2025","1/1/1900","1/1/2045","Nick Seymour","BLOCKED","30/01/25 NS - Site has a temp O2 supply. This site load would need to be confirmed as the site is 1PH with H3G on there as well. <br /><br />15/01/25-JG-Please update electrical design as per GA rev B"
21408,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","R-TXSUC","0","Unique Coverage",,"Single Phase","63A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003855 S1 P-273676 91891 ALRESFORD (E)","006 Electrical Calculations / Design",,"3rd party in progress","91891","1/1/2025","Dylan van Belkum","A","25/4/2025","1/1/1900","1/1/2045","Nick Seymour","BLOCKED","26/02/25 NS - Still no photos of the supply origin. Also, the new re-survey has only one photo of part the supply, which none of the details are legible."
23794,"KTL UK Internal Design Team","Greenfield",,,,,,,"DNO","Three Phase","100A","Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS 12481022 9023o2 VF399 DESIGN","006 Electrical Calculations / Design","Approved","3rd party in progress","85807vf","11/3/2025","Raashid Patel","A","24/3/2025","1/1/1900",,"Leon  Chevallier","Pending information","11/03/25 - RP - Awaiting DD draft to then instruct electrical calcs."
23793,"KTL UK Internal Design Team","Greenfield",,,,,,,"DNO","Single Phase","100A","Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS 12220530 3219vf VF399 DESIGN","006 Electrical Calculations / Design","Approved","3rd party in progress","3219vf","11/3/2025","Raashid Patel","A","24/3/2025","1/1/1900",,"Leon  Chevallier","Pending information","1/03/25 - RP - Awaiting DD draft to then instruct electrical calcs."
23790,"KTL UK Internal Design Team","Greenfield",,,,,,,"DNO","Three Phase","100A","Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS 12119824 862o2 VF399 DESIGN","006 Electrical Calculations / Design","Approved","3rd party in progress","88214vf","11/3/2025","Raashid Patel","A","28/3/2025","1/1/1900",,"Leon  Chevallier","Pending information","11/03/25 - RP - Awaiting DD draft to then instruct electrical calcs."
22885,"KTL UK Internal Design Team","Streetworks","Nokia","18\21 @2x2","4/3/2025","0","0","0","DNO","Single Phase","100A","Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-293809 71112 THE RYDE","006 Electrical Calculations / Design","Approved","To be instructed","71112","5/3/2025","Joshua Green","A","31/3/2025","1/1/1900",,"David Hegarty","Not Started","05/03/25-JG-Please complete electricals as per GA_A"
23641,"KTL UK Internal Design Team","Streetworks","Nokia","18\21 @2x2","26/2/2025","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-293885 16927 LP OXLEASE HOUSE","006 Electrical Calculations / Design","Approved","To be instructed","16927","5/3/2025","Joshua Green","A","31/3/2025","1/1/1900",,"David Hegarty","Not Started","05/03/25-JG-Please complete electricals as per GA_A"
22841,"KTL UK Internal Design Team","Streetworks","Nokia","18\21 @4x4","26/2/2025","0","0","0","DNO","Single Phase","100A","Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-289587 78389 HENLEY WOOD ROAD SW","006 Electrical Calculations / Design","Approved","To be instructed","78389","5/3/2025","Joshua Green","A","31/3/2025","1/1/1900",,"David Hegarty","Not Started","05/03/25-JG-Please complete electricals as per GA_A"
23639,"KTL UK Internal Design Team","Streetworks","Nokia","18\21 @2x2","26/2/2025","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-293872 17687 TP PRINCES AVENUE","006 Electrical Calculations / Design","Approved","To be instructed","17687","5/3/2025","Joshua Green","A","31/3/2025","1/1/1900",,"David Hegarty","Not Started","05/03/25-JG-Please complete electricals as per GA_A"
23637,"KTL UK Internal Design Team","Streetworks","Nokia","18\21 @2x2","26/2/2025","0","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-293895 61097 FLYING FOX","006 Electrical Calculations / Design","Approved","To be instructed","61097","5/3/2025","Joshua Green","A","31/3/2025","1/1/1900",,"David Hegarty","Not Started","05/03/25-JG-Please complete electricals as per GA_A"
22898,"KTL UK Internal Design Team","Streetworks","Nokia","18\21 @2x2","26/2/2025","0","0","0","DNO","Single Phase","100A","Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-293832 27056 WEST KINGSDOWN SW 212293","006 Electrical Calculations / Design","Approved","To be instructed","27056","5/3/2025","Joshua Green","A","31/3/2025","1/1/1900",,"David Hegarty","Not Started","05/03/25-JG-Please complete electricals as per GA_A"
